clustering_method,pca_n_components,num_clusters,standardize,sum_cluster_values,all_cluster_values,accuracy_total,accuracy_Type_A,accuracy_Type_B,accuracy_Type_C,accuracy_Type_D,accuracy_Type_E,accuracy_Type_F,accuracy_Type_G,accuracy_Type_H,accuracy_Type_J
gmm,4,72,True,3952,7520,0.5255319148936171,0.7241379310344828,0.3978965819456617,0.45342312008978675,0.5388525780682644,0.1188118811881188,0.0,0.0,0.3582089552238806,0.5951008645533141
gmm,2,67,False,3952,7520,0.5255319148936171,0.6724137931034483,0.4697633654688869,0.3995510662177329,0.5838779956427015,0.0,0.0,0.0,0.0,0.6664265129682997
gmm,5,38,False,3952,7520,0.5255319148936171,0.7241379310344828,0.406660823838738,0.388327721661055,0.6143790849673203,0.0,0.0,0.0,0.0,0.6484149855907781
gmm,5,85,True,3952,7520,0.5255319148936171,0.6779310344827586,0.42418930762489043,0.377665544332211,0.6405228758169934,0.0891089108910891,0.0,0.0,0.17164179104477612,0.6404899135446686
gmm,2,72,False,3950,7520,0.5252659574468085,0.6724137931034483,0.49079754601226994,0.37429854096520765,0.5976761074800291,0.0,0.0,0.0,0.0,0.6664265129682997
gmm,10,38,False,3950,7520,0.5252659574468085,0.7268965517241379,0.44960560911481157,0.34736251402918067,0.55119825708061,0.297029702970297,0.0,0.0,0.0,0.680835734870317
gmm,4,45,False,3949,7520,0.5251329787234043,0.6958620689655173,0.4706397896581946,0.3900112233445567,0.5809731299927379,0.14356435643564355,0.0,0.0,0.0,0.6332853025936599
gmm,20,35,False,3949,7520,0.5251329787234043,0.643448275862069,0.4758983347940403,0.4663299663299663,0.5127087872185911,0.0,0.0,0.0,0.0,0.6743515850144092
gmm,3,78,True,3949,7520,0.5251329787234043,0.6931034482758621,0.44960560911481157,0.34231200897867564,0.6114742193173566,0.15346534653465346,0.0,0.0,0.22388059701492538,0.6613832853025937
gmm,3,100,True,3949,7520,0.5251329787234043,0.6717241379310345,0.4706397896581946,0.35914702581369246,0.6129266521423384,0.15346534653465346,0.0,0.0,0.15671641791044777,0.6498559077809798
gmm,5,48,True,3948,7520,0.525,0.6917241379310345,0.4645048203330412,0.31257014590347926,0.6506899055918663,0.1188118811881188,0.0,0.0,0.17164179104477612,0.659221902017291
gmm,False,38,False,3948,7520,0.525,0.6868965517241379,0.5039439088518843,0.36363636363636365,0.5976761074800291,0.22772277227722773,0.0,0.0,0.31343283582089554,0.5893371757925072
gmm,10,48,True,3948,7520,0.525,0.6855172413793104,0.48466257668711654,0.3462401795735129,0.6122004357298475,0.16336633663366337,0.0,0.0,0.0,0.654178674351585
gmm,10,52,True,3947,7520,0.5248670212765958,0.6855172413793104,0.48466257668711654,0.34118967452300786,0.6180101670297748,0.16336633663366337,0.0,0.0,0.0,0.654178674351585
gmm,5,48,False,3946,7520,0.5247340425531914,0.7572413793103449,0.33216476774758985,0.4219977553310887,0.6180101670297748,0.0,0.0,0.0,0.0,0.6239193083573487
gmm,20,72,True,3945,7520,0.5246010638297872,0.6737931034482758,0.3382997370727432,0.47530864197530864,0.5577342047930284,0.2079207920792079,0.0,0.0,0.09701492537313433,0.6570605187319885
gmm,2,61,False,3944,7520,0.524468085106383,0.6724137931034483,0.43733567046450483,0.4090909090909091,0.5838779956427015,0.0,0.0,0.0,0.0,0.6750720461095101
gmm,20,78,True,3944,7520,0.524468085106383,0.723448275862069,0.26468010517090274,0.47418630751964086,0.5410312273057372,0.3613861386138614,0.0,0.0,0.19402985074626866,0.6512968299711815
gmm,3,85,True,3943,7520,0.5243351063829788,0.6931034482758621,0.43470639789658194,0.35802469135802467,0.599128540305011,0.15346534653465346,0.0,0.0,0.22388059701492538,0.6613832853025937
gmm,10,45,True,3941,7520,0.5240691489361702,0.6855172413793104,0.48466257668711654,0.31313131313131315,0.6434277414669571,0.16336633663366337,0.0,0.0,0.0,0.6606628242074928
gmm,10,35,False,3941,7520,0.5240691489361702,0.7268965517241379,0.49517966695880805,0.34062850729517397,0.5090777051561365,0.31683168316831684,0.0,0.0,0.0,0.6844380403458213
gmm,False,48,False,3941,7520,0.5240691489361702,0.6220689655172413,0.48816827344434705,0.3282828282828283,0.6811909949164852,0.23267326732673269,0.0,0.0,0.3208955223880597,0.6260806916426513
gmm,3,92,True,3941,7520,0.5240691489361702,0.6931034482758621,0.44259421560035056,0.3395061728395062,0.6151053013798112,0.15346534653465346,0.0,0.0,0.22388059701492538,0.6613832853025937
gmm,2,35,False,3940,7520,0.523936170212766,0.7027586206896552,0.40315512708150747,0.42368125701459036,0.5381263616557734,0.0,0.0,0.0,0.0,0.6952449567723343
gmm,20,41,False,3940,7520,0.523936170212766,0.7048275862068966,0.4022787028921998,0.3877665544332211,0.6078431372549019,0.0,0.0,0.0,0.0,0.670749279538905
gmm,False,35,True,3939,7520,0.5238031914893617,0.6993103448275862,0.5539000876424189,0.30190796857463525,0.6107480029048656,0.0,0.0,0.0,0.4552238805970149,0.6145533141210374
gmm,5,45,False,3939,7520,0.5238031914893617,0.756551724137931,0.32953549517966696,0.4046015712682379,0.6427015250544662,0.0,0.0,0.0,0.04477611940298507,0.6152737752161384
gmm,5,32,False,3937,7520,0.5235372340425531,0.7255172413793104,0.4022787028921998,0.3490460157126824,0.644880174291939,0.0,0.0,0.0,0.0,0.659942363112392
gmm,20,61,True,3937,7520,0.5235372340425531,0.5972413793103448,0.4566170026292726,0.45342312008978675,0.5744371822803195,0.17326732673267325,0.0,0.0,0.1044776119402985,0.6498559077809798
gmm,10,35,True,3936,7520,0.5234042553191489,0.6806896551724138,0.49956178790534617,0.3479236812570146,0.6114742193173566,0.0,0.0,0.0,0.0,0.6606628242074928
gmm,False,32,True,3936,7520,0.5234042553191489,0.6848275862068965,0.5950920245398773,0.2856341189674523,0.6107480029048656,0.0,0.0,0.0,0.4552238805970149,0.6145533141210374
gmm,4,38,False,3936,7520,0.5234042553191489,0.6958620689655173,0.49605609114811566,0.4113355780022447,0.5541031227305737,0.054455445544554455,0.0,0.0,0.0,0.6152737752161384
gmm,2,52,False,3935,7520,0.5232712765957447,0.6724137931034483,0.4583698510078878,0.37093153759820424,0.6092955700798838,0.0,0.0,0.0,0.0,0.6750720461095101
gmm,2,57,False,3935,7520,0.5232712765957447,0.6724137931034483,0.4583698510078878,0.37093153759820424,0.6092955700798838,0.0,0.0,0.0,0.0,0.6750720461095101
gmm,2,48,False,3935,7520,0.5232712765957447,0.6724137931034483,0.4583698510078878,0.37093153759820424,0.6092955700798838,0.0,0.0,0.0,0.0,0.6750720461095101
gmm,20,67,True,3933,7520,0.5230053191489362,0.6648275862068965,0.32252410166520595,0.5,0.5802469135802469,0.08415841584158416,0.0,0.0,0.09701492537313433,0.6347262247838616
gmm,5,72,True,3932,7520,0.5228723404255319,0.6779310344827586,0.406660823838738,0.3675645342312009,0.654320987654321,0.19306930693069307,0.0,0.0,0.0,0.6412103746397695
